PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
LONG,58974120062012012915261494290930,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,58974120062012012915261494290930,4,EPC-H6,Add local temperature control to the heating system.,LOW
SHORT,58974120062012012915261494290930,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,58974120062012012915261494290930,5,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,59085060062012020116274287040930,1,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
SHORT,59085060062012020116274287040930,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
MEDIUM,59085060062012020116274287040930,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
LONG,59085060062012020116274287040930,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
MEDIUM,59085060062012020116274287040930,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,59085060062012020116274287040930,3,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
LONG,59085060062012020116274287040930,4,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
LONG,59085060062012020116274287040930,5,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
OTHER,7765150062017071719041365930340,1,USER,Insert Recommendation here,LOW
LONG,7765150062017071719041365930340,1,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
MEDIUM,7765150062017071719041365930340,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,7765150062017071719041365930340,1,EPC-W3,Improve insulation on HWS storage.,LOW
LONG,7765150062017071719041365930340,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
MEDIUM,7765150062017071719041365930340,2,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
SHORT,7765150062017071719041365930340,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
MEDIUM,7765150062017071719041365930340,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,7765150062017071719041365930340,3,EPC-R3,Consider installing solar water heating.,LOW
LONG,7765150062017071719041365930340,4,EPC-R4,Consider installing PV.,LOW
MEDIUM,77902790062013040919523259270660,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,77902790062013040919523259270660,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,77902790062013040919523259270660,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,77902790062013040919523259270660,2,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
MEDIUM,77902790062013040919523259270660,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,77902790062013040919523259270660,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,77902790062013040919523259270660,3,EPC-H6,Add local temperature control to the heating system.,MEDIUM
LONG,77902790062013040919523259270660,3,EPC-R5,Consider installing an air source heat pump.,HIGH
SHORT,77902790062013040919523259270660,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,77902790062013040919523259270660,4,EPC-R1,Consider installing a ground source heat pump.,HIGH
SHORT,77902790062013040919523259270660,4,EPC-H2,Add time control to heating system.,MEDIUM
MEDIUM,77902790062013040919523259270660,4,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
LONG,77902790062013040919523259270660,5,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,77902790062013040919523259270660,5,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
MEDIUM,77902790062013040919523259270660,5,EPC-H5,Add local time control to heating system.,MEDIUM
LONG,86484960922013112809504381000440,1,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
MEDIUM,86484960922013112809504381000440,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
SHORT,86484960922013112809504381000440,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,86484960922013112809504381000440,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,86484960922013112809504381000440,2,EPC-H5,Add local time control to heating system.,MEDIUM
SHORT,86484960922013112809504381000440,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
MEDIUM,86484960922013112809504381000440,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,86484960922013112809504381000440,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,86484960922013112809504381000440,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,86484960922013112809504381000440,4,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
MEDIUM,86484960922013112809504381000440,4,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
SHORT,86484960922013112809504381000440,4,EPC-H2,Add time control to heating system.,MEDIUM
LONG,86484960922013112809504381000440,5,EPC-R5,Consider installing an air source heat pump.,HIGH
LONG,86652130602013120410041991809290,1,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,86652130602013120410041991809290,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
SHORT,86652130602013120410041991809290,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
SHORT,86652130602013120410041991809290,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
MEDIUM,86652130602013120410041991809290,2,EPC-H6,Add local temperature control to the heating system.,MEDIUM
LONG,86652130602013120410041991809290,2,EPC-H5,Add local time control to heating system.,LOW
SHORT,86652130602013120410041991809290,3,EPC-H2,Add time control to heating system.,LOW
LONG,86652130602013120410041991809290,3,EPC-R5,Consider installing an air source heat pump.,HIGH
LONG,86652130602013120410041991809290,4,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,86652130602013120410041991809290,5,EPC-R3,Consider installing solar water heating.,LOW
SHORT,86734130742013120901290191009990,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,86734130742013120901290191009990,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
MEDIUM,86734130742013120901290191009990,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,86734130742013120901290191009990,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,86734130742013120901290191009990,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,86734130742013120901290191009990,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,86734130742013120901290191009990,4,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,86734130742013120901290191009990,5,EPC-R3,Consider installing solar water heating.,LOW
SHORT,86738447032013120901262713900295,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,86738447032013120901262713900295,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,86738447032013120901262713900295,2,EPC-R3,Consider installing solar water heating.,LOW
SHORT,86738447032013120901262713900295,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,86738447032013120901262713900295,3,EPC-H7,Add optimum start/stop to the heating system.,LOW
SHORT,86738447032013120901262713900295,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,86738447032013120901262713900295,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,86738447032013120901262713900295,5,EPC-R4,Consider installing PV.,LOW
SHORT,86749267032013120901250111900896,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,86749267032013120901250111900896,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,86749267032013120901250111900896,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,86749267032013120901250111900896,2,EPC-R3,Consider installing solar water heating.,LOW
SHORT,86749267032013120901250111900896,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,86749267032013120901250111900896,3,EPC-H7,Add optimum start/stop to the heating system.,LOW
LONG,86749267032013120901250111900896,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
LONG,86749267032013120901250111900896,5,EPC-R4,Consider installing PV.,LOW
LONG,87462968952014010308580603909259,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,87462968952014010308580603909259,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,87462968952014010308580603909259,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,87462968952014010308580603909259,2,EPC-H5,Add local time control to heating system.,LOW
SHORT,87462968952014010308580603909259,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,87462968952014010308580603909259,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,87462968952014010308580603909259,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,87462968952014010308580603909259,4,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
LONG,87462968952014010308580603909259,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,70474402212012091707400504009975,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
MEDIUM,70474402212012091707400504009975,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
SHORT,70474402212012091707400504009975,1,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
MEDIUM,70474402212012091707400504009975,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,70474402212012091707400504009975,2,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
LONG,70474402212012091707400504009975,3,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
MEDIUM,70474402212012091707400504009975,3,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
MEDIUM,70474402212012091707400504009975,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,70474402212012091707400504009975,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,70474402212012091707400504009975,5,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,70916143252012092511510407009803,1,EPC-R1,Consider installing a ground source heat pump.,HIGH
OTHER,70916143252012092511510407009803,1,EPC-H2,Add time control to heating system.,LOW
SHORT,70916143252012092511510407009803,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
MEDIUM,70916143252012092511510407009803,1,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
MEDIUM,70916143252012092511510407009803,2,EPC-H5,Add local time control to heating system.,MEDIUM
SHORT,70916143252012092511510407009803,2,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,70916143252012092511510407009803,2,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
LONG,70916143252012092511510407009803,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
MEDIUM,70916143252012092511510407009803,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
